trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.25, 'e': 0.15650920157696743}",20,10,14.992227248455926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.25, 'e': 0.1557266555690826}",20,12,1.7904041180133599,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.25, 'e': 0.1549480222912372}",25,10,26.79076085354314,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.25, 'e': 0.15417328217978102}",20,14,10.876127368562834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.25, 'e': 0.1534024157688821}",20,2,32.66632726634453,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.25, 'e': 0.1526354036900377}",30,0,6.930632166164347,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
376,False,"{'a': 0.25, 'e': 0.1518722266715875}",30,14,-53.07517611332047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
377,False,"{'a': 0.25, 'e': 0.15111286553822956}",30,0,43.38364215869246,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.25, 'e': 0.15035730121053842}",25,11,19.929327837350044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.25, 'e': 0.14960551470448571}",20,0,22.877540424507814,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
380,False,"{'a': 0.25, 'e': 0.14885748713096328}",20,2,17.869141980411047,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.25, 'e': 0.14811319969530845}",20,13,13.223377199395998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.25, 'e': 0.1473726336968319}",20,4,11.665840096340816,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.25, 'e': 0.14663577052834775}",20,1,18.206973098645655,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.25, 'e': 0.14590259167570602}",25,9,14.920054938890383,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.25, 'e': 0.1451730787173275}",20,10,15.240920531241937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.25, 'e': 0.14444721332374086}",20,0,12.663418496182498,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
387,False,"{'a': 0.25, 'e': 0.14372497725712216}",20,10,15.798743191059625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.25, 'e': 0.14300635237083656}",20,11,18.045269871209427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.25, 'e': 0.14229132060898236}",25,12,13.03848236001921,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.25, 'e': 0.14157986400593744}",25,2,-7.024103516401346,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
391,False,"{'a': 0.25, 'e': 0.14087196468590776}",20,0,-12.309704318014111,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
392,False,"{'a': 0.25, 'e': 0.14016760486247823}",20,9,17.22734059123044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.25, 'e': 0.13946676683816583}",20,2,7.370550896502874,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.25, 'e': 0.138769433003975}",25,17,1.84974574637168,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.25, 'e': 0.13807558583895513}",25,20,8.86847281206125,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.25, 'e': 0.13738520790976036}",25,15,-13.03697936731438,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
397,False,"{'a': 0.25, 'e': 0.13669828187021155}",20,16,8.059036874719094,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.25, 'e': 0.13601479046086049}",20,7,2.8573597760226344,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
399,False,"{'a': 0.25, 'e': 0.1353347165085562}",25,17,15.814268078919127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.25, 'e': 0.1346580429260134}",20,7,12.532838825183887,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.25, 'e': 0.13398475271138335}",20,0,-12.760234123745693,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
402,False,"{'a': 0.25, 'e': 0.13331482894782642}",20,9,20.741945936591538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.25, 'e': 0.13264825480308728}",20,7,21.20024416803999,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.25, 'e': 0.13198501352907185}",30,11,30.7736438552371,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.25, 'e': 0.1313250884614265}",25,6,25.237003958995103,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.25, 'e': 0.13066846301911936}",20,11,11.151049313958984,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.25, 'e': 0.13001512070402377}",30,18,20.37317062766579,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.25, 'e': 0.12936504510050365}",25,8,20.635464870651724,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.25, 'e': 0.12871821987500112}",20,6,10.934892113234312,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.25, 'e': 0.12807462877562611}",20,10,14.24623957804939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.25, 'e': 0.12743425563174798}",25,8,-8.178350886671987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
412,False,"{'a': 0.25, 'e': 0.12679708435358925}",20,2,29.175861954502956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.25, 'e': 0.1261630989318213}",25,11,4.922211125550557,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.25, 'e': 0.1255322834371622}",20,14,12.052300356652086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.25, 'e': 0.12490462201997637}",25,12,21.70689925733141,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.25, 'e': 0.1242800989098765}",20,9,23.129843910091846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.25, 'e': 0.12365869841532712}",20,7,22.596506881285503,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.25, 'e': 0.12304040492325048}",20,16,7.3496529794206715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.25, 'e': 0.12242520289863423}",20,13,13.724199789580988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.25, 'e': 0.12181307688414106}",25,17,-7.235301109159883,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.25, 'e': 0.12120401149972035}",20,5,16.89496051943321,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.25, 'e': 0.12059799144222175}",20,0,-26.753873548730176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
423,False,"{'a': 0.25, 'e': 0.11999500148501063}",20,14,-11.711082704190035,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
424,False,"{'a': 0.25, 'e': 0.11939502647758558}",25,17,15.863032895024762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.25, 'e': 0.11879805134519765}",25,14,23.583750122625016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.25, 'e': 0.11820406108847166}",25,16,15.806588402483028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.25, 'e': 0.1176130407830293}",20,12,15.886359330046007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.25, 'e': 0.11702497557911415}",20,10,18.811892011735644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.25, 'e': 0.11643985070121858}",25,6,-26.814914413301327,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
430,False,"{'a': 0.25, 'e': 0.11585765144771248}",30,17,13.878819888896087,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.25, 'e': 0.11527836319047392}",25,3,-0.2711236626074449,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
432,False,"{'a': 0.25, 'e': 0.11470197137452155}",30,16,12.694294406198804,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.25, 'e': 0.11412846151764894}",20,13,6.709249595972863,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.25, 'e': 0.1135578192100607}",20,6,18.68223959351505,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.25, 'e': 0.11299003011401039}",20,10,12.830834562288642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.25, 'e': 0.11242507996344034}",20,9,6.109851344634562,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.25, 'e': 0.11186295456362313}",25,16,14.500891409421858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.25, 'e': 0.11130363979080501}",20,0,-30.425591809735018,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
439,False,"{'a': 0.25, 'e': 0.11074712159185099}",35,17,19.161844687697467,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.25, 'e': 0.11019338598389174}",20,13,15.53563437916731,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.25, 'e': 0.10964241905397228}",20,3,14.399839826266541,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.25, 'e': 0.10909420695870241}",20,2,-1.7170420614062198,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
443,False,"{'a': 0.25, 'e': 0.1085487359239089}",20,8,21.420719877582297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.25, 'e': 0.10800599224428936}",25,17,15.761353040380772,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.25, 'e': 0.10746596228306791}",20,0,27.33768429312938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.25, 'e': 0.10692863247165257}",25,0,-18.87839972583967,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
447,False,"{'a': 0.25, 'e': 0.1063939893092943}",20,15,6.770509343064465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.25, 'e': 0.10586201936274783}",30,20,6.706630552855032,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.25, 'e': 0.10533270926593409}",20,13,14.355546401174184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.25, 'e': 0.10480604571960442}",20,0,11.59392132011653,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
451,False,"{'a': 0.25, 'e': 0.1042820154910064}",20,8,21.96320353416481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.25, 'e': 0.10376060541355137}",20,0,33.838465400622695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.25, 'e': 0.1032418023864836}",20,12,13.187500653396754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.25, 'e': 0.10272559337455119}",25,20,7.687665572623632,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.25, 'e': 0.10221196540767843}",25,6,21.170853666047165,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.25, 'e': 0.10170090558064004}",20,2,3.8715976097346796,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.25, 'e': 0.10119240105273684}",25,14,15.399149198435653,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.25, 'e': 0.10068643904747315}",20,4,19.052090898117676,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
